Code,Disease
78429,1 std
78429,std w/ct
78429,std 1 w/ct pet Myocrd img
78430,Myocrd img pet rst/strs w/ct
78430,Myocrd img
78430,img pet
78430,pet rst/strs
78430,rst/strs w/ct
78430,pet w/ct rst/strs img Myocrd
78431,Myocrd img pet rststrs ct
78431,Myocrd img
78431,img pet
78431,pet rststrs
78431,rststrs ct
78431,rststrs img Myocrd ct pet
78432,Myocrd img pet 2rtracer
78432,Myocrd img
78432,img pet
78432,pet 2rtracer
78432,2rtracer pet Myocrd img
78433,Myocrd img pet 2rtracer ct
78433,Myocrd img
78433,img pet
78433,pet 2rtracer
78433,2rtracer ct
78433,2rtracer pet img ct Myocrd
78434,Aqmbf pet rest  rx stress
78434,Aqmbf pet
78434,pet rest
78434,rest rx
78434,rx stress
78434,rx stress rest pet Aqmbf
78445,Vascular flow imaging
78445,Vascular flow
78445,flow imaging
78445,imaging flow Vascular
78451,Ht muscle image spect sing
78451,Ht muscle
78451,muscle image
78451,image spect
78451,spect sing
78451,spect image sing muscle Ht
78452,Ht muscle image spect mult
78452,Ht muscle
78452,muscle image
78452,image spect
78452,spect mult
78452,Ht spect mult image muscle
78453,Ht muscle image planar sing
78453,Ht muscle
78453,muscle image
78453,image planar
78453,planar sing
78453,sing planar muscle Ht image
78454,Ht musc image planar mult
78454,Ht musc
78454,musc image
78454,image planar
78454,planar mult
78454,mult planar musc Ht image
78456,Acute venous thrombus image
78456,Acute venous
78456,venous thrombus
78456,thrombus image
78456,thrombus Acute image venous
78457,Venous thrombosis imaging
78457,Venous thrombosis
78457,thrombosis imaging
78458,Ven thrombosis images bilat
78458,Ven thrombosis
78458,thrombosis images
78458,images bilat
78458,images Ven bilat thrombosis
78459,Myocrd img pet single study
78459,Myocrd img
78459,img pet
78459,pet single
78459,single study
78459,pet single study img Myocrd
78466,Heart infarct image
78466,Heart infarct
78466,infarct image
78468,Heart infarct image (ef)
78468,Heart infarct
78468,infarct image
78468,image (ef)
78468,(ef) infarct Heart image
78469,Heart infarct image (3D)
78469,Heart infarct
78469,infarct image
78469,image (3D)
78469,(3D) image infarct Heart
78472,Gated heart planar single
78472,Gated heart
78472,heart planar
78472,planar single
78473,Gated heart multiple
78473,Gated heart
78473,heart multiple
78473,multiple heart Gated
78481,Heart first pass single
78481,Heart first
78481,first pass
78481,pass single
78481,single first Heart pass
78483,Heart first pass multiple
78483,Heart first
78483,first pass
78483,pass multiple
78483,first pass Heart multiple
78491,Myocrd img pet 1std rst/strs
78491,Myocrd img
78491,img pet
78491,pet 1std
78491,1std rst/strs
78491,Myocrd pet img 1std rst/strs
78492,Myocrd img pet mlt rststrs
78492,Myocrd img
78492,img pet
78492,pet mlt
78492,mlt rststrs
78492,Myocrd mlt pet img rststrs
78494,Heart image spect
78494,Heart image
78494,image spect
78496,Heart first pass add-on
78496,Heart first
78496,first pass
78496,pass add-on
78496,pass add-on first Heart
78499,Cardiovascular nuclear exam
78499,Cardiovascular nuclear
78499,nuclear exam
78499,Cardiovascular exam nuclear
78579,Lung ventilation imaging
78579,Lung ventilation
78579,ventilation imaging
78579,imaging Lung ventilation
78580,Lung perfusion imaging
78580,Lung perfusion
78580,perfusion imaging
78580,imaging perfusion Lung
78582,Lung ventilatperfus imaging
78582,Lung ventilatperfus
78582,ventilatperfus imaging
78582,ventilatperfus imaging Lung
78597,Lung perfusion differential
78597,Lung perfusion
78597,perfusion differential
78597,perfusion differential Lung
78598,Lung perfventilat diferentl
78598,Lung perfventilat
78598,perfventilat diferentl
78598,Lung diferentl perfventilat
78599,Respiratory nuclear exam
78599,Respiratory nuclear
78599,nuclear exam
78599,exam Respiratory nuclear
78600,Brain image < 4 views
78600,Brain image
78600,image <
78600,< 4
78600,4 views
78600,image 4 < Brain views
78601,Brain image w/flow < 4 views
78601,Brain image
78601,image w/flow
78601,w/flow <
78601,< 4
78601,4 views
78601,4 Brain views w/flow < image
78605,Brain image 4 views
78605,Brain image
78605,image 4
78605,4 views
78606,Brain image w/flow 4  views
78606,Brain image
78606,image w/flow
78606,w/flow 4
78606,4 views
78606,4 image w/flow Brain views
78608,Brain imaging (PET)
78608,Brain imaging
78608,imaging (PET)
78608,(PET) Brain imaging
78610,Brain flow imaging only
78610,Brain flow
78610,flow imaging
78610,imaging only
78610,only imaging flow Brain
78630,Cerebrospinal fluid scan
78630,Cerebrospinal fluid
78630,fluid scan
78635,CSF ventriculography
78645,CSF shunt evaluation
78645,CSF shunt
78645,shunt evaluation
78645,shunt evaluation CSF
78650,CSF leakage imaging
78650,CSF leakage
78650,leakage imaging
78660,Nuclear exam of tear flow
78660,Nuclear exam
78660,exam of
78660,of tear
78660,tear flow
78660,flow exam of tear Nuclear
78699,Nervous system nuclear exam
78699,Nervous system
78699,system nuclear
78699,nuclear exam
78699,system nuclear exam Nervous
78700,Kidney imaging morphol
78700,Kidney imaging
78700,imaging morphol
78700,imaging morphol Kidney
78701,Kidney imaging with flow
78701,Kidney imaging
78701,imaging with
78701,with flow
78701,with flow Kidney imaging
78707,K flow/funct image w/o drug
78707,K flow/funct
78707,flow/funct image
78707,image w/o
78707,w/o drug
78707,flow/funct drug image K w/o
78708,K flow/funct image w/drug
78708,K flow/funct
78708,flow/funct image
78708,image w/drug
78708,image w/drug flow/funct K
78709,K flow/funct image multiple
78709,K flow/funct
78709,flow/funct image
78709,image multiple
78709,flow/funct K multiple image
78730,Urinary bladder retention
78730,Urinary bladder
78730,bladder retention
78730,Urinary retention bladder
78740,Ureteral reflux study
78740,Ureteral reflux
78740,reflux study
78740,study Ureteral reflux
78761,Testicular imaging w/flow
78761,Testicular imaging
78761,imaging w/flow
78761,w/flow Testicular imaging
78799,Genitourinary nuclear exam
78799,Genitourinary nuclear
78799,nuclear exam
78799,exam nuclear Genitourinary
78800,Rp loclzj tum 1 area 1 d img
78800,Rp loclzj
78800,loclzj tum
78800,tum 1
78800,1 area
78800,area 1
78800,1 d
78800,d img
78800,area 1 1 d Rp loclzj img tum
78801,Rp loclzj tum 2area 1d img
78801,Rp loclzj
78801,loclzj tum
78801,tum 2area
78801,2area 1d
78801,1d img
78801,Rp 2area tum img loclzj 1d
78802,Rp loclzj tum whbdy 1 d img
78802,Rp loclzj
78802,loclzj tum
78802,tum whbdy
78802,whbdy 1
78802,1 d
78802,d img
78802,d tum loclzj whbdy Rp img 1
78803,Rp loclzj tum spect 1 area 
78803,Rp loclzj
78803,loclzj tum
78803,tum spect
78803,spect 1
78803,1 area
78803,Rp loclzj area tum spect 1
78804,Rp loclzj tum whbdy 2d img
78804,Rp loclzj
78804,loclzj tum
78804,tum whbdy
78804,whbdy 2d
78804,2d img
78804,Rp loclzj tum 2d img whbdy
78811,PET image ltd area
78811,PET image
78811,image ltd
78811,ltd area
78811,area ltd image PET
78812,PET image skull-thigh
78812,PET image
78812,image skull-thigh
78812,image PET skull-thigh
78813,PET image full body
78813,PET image
78813,image full
78813,full body
78813,PET body full image
78814,PET image w/ct lmtd
78814,PET image
78814,image w/ct
78814,w/ct lmtd
78814,lmtd PET image w/ct
78815,PET image w/ct skull-thigh
78815,PET image
78815,image w/ct
78815,w/ct skull-thigh
78815,PET w/ct skull-thigh image
78816,PET image w/ct full body
78816,PET image
78816,image w/ct
78816,w/ct full
78816,full body
78816,image body PET full w/ct
78999,Nuclear diagnostic exam
78999,Nuclear diagnostic
78999,diagnostic exam
78999,Nuclear exam diagnostic
91110,Gi tract capsule endoscopy
91110,Gi tract
91110,tract capsule
91110,capsule endoscopy
91110,tract capsule endoscopy Gi
91111,Esophageal capsule endoscopy
91111,Esophageal capsule
91111,capsule endoscopy
91111,capsule endoscopy Esophageal
92132,Cpmtr ophth dx img ant segmt
92132,Cpmtr ophth
92132,ophth dx
92132,dx img
92132,img ant
92132,ant segmt
92132,img ophth Cpmtr dx segmt ant
92133,Cmptr ophth img optic nerve
92133,Cmptr ophth
92133,ophth img
92133,img optic
92133,optic nerve
92133,optic img ophth Cmptr nerve
92134,Cptr ophth dx img post segmt
92134,Cptr ophth
92134,ophth dx
92134,dx img
92134,img post
92134,post segmt
92134,Cptr ophth post dx segmt img
92227,Img rta detcj/mntr ds staff
92227,Img rta
92227,rta detcj/mntr
92227,detcj/mntr ds
92227,ds staff
92227,staff rta ds Img detcj/mntr
92228,Img rta detc/mntr ds phy/qhp
92228,Img rta
92228,rta detc/mntr
92228,detc/mntr ds
92228,ds phy/qhp
92228,ds detc/mntr Img rta phy/qhp
92229,Img rta detc/mntr ds poc aly 
92229,Img rta
92229,rta detc/mntr
92229,detc/mntr ds
92229,ds poc
92229,poc aly
92229,rta ds poc Img detc/mntr aly
93303,Echo transthoracic
93304,Echo transthoracic
93304,transthoracic Echo
93306,Tte w/doppler complete 
93306,Tte w/doppler
93306,w/doppler complete
93306,complete w/doppler Tte
93307,Tte w/o doppler complete
93307,Tte w/o
93307,w/o doppler
93307,doppler complete
93307,complete doppler Tte w/o
93308,Tte f-up or lmtd 
93308,Tte f-up
93308,f-up or
93308,or lmtd
93308,f-up lmtd or Tte
93320,Doppler echo exam heart [if used in conjunction with 93303-93304]
93320,Doppler echo
93320,echo exam
93320,exam heart
93320,heart [if
93320,[if used
93320,used in
93320,in conjunction
93320,conjunction with
93320,with 93303-93304]
93320,with echo used conjunction 93303-93304] heart in Doppler [if exam
93321,"Doppler echo exam heart [if used in conjunction with 93303, 93304, 93308]"
93321,Doppler echo
93321,echo exam
93321,exam heart
93321,heart [if
93321,[if used
93321,used in
93321,in conjunction
93321,conjunction with
93321,"with 93303,"
93321,"93303, 93304,"
93321,"93304, 93308]"
93321,"93304, heart exam Doppler in used conjunction 93308] with [if 93303, echo"
93325,"Doppler color flow add-on [if used in conjunction with 76825, 76826, 76827,76828, 93303, 93304, 93308]"
93325,Doppler color
93325,color flow
93325,flow add-on
93325,add-on [if
93325,[if used
93325,used in
93325,in conjunction
93325,conjunction with
93325,"with 76825,"
93325,"76825, 76826,"
93325,"76826, 76827,76828,"
93325,"76827,76828, 93303,"
93325,"93303, 93304,"
93325,"93304, 93308]"
93325,"93303, add-on Doppler [if 76827,76828, color in 76825, 93304, 93308] used conjunction with 76826, flow"
93356,Myocrd strain img spckl trck
93356,Myocrd strain
93356,strain img
93356,img spckl
93356,spckl trck
93356,trck strain spckl Myocrd img
93880,Extracranial study
93880,study Extracranial
93882,Extracranial study
93886,Intracranial study
93886,study Intracranial
93888,Intracranial study
93890,Tcd vasoreactivity study
93890,Tcd vasoreactivity
93890,vasoreactivity study
93890,study vasoreactivity Tcd
93892,Tcd emboli detect w/o inj
93892,Tcd emboli
93892,emboli detect
93892,detect w/o
93892,w/o inj
93892,Tcd inj detect w/o emboli
93922,Upr/l xtremity art 2 levels
93922,Upr/l xtremity
93922,xtremity art
93922,art 2
93922,2 levels
93922,xtremity Upr/l levels art 2
93923,Upr/lxtr art stdy 3 lvls
93923,Upr/lxtr art
93923,art stdy
93923,stdy 3
93923,3 lvls
93923,stdy Upr/lxtr 3 lvls art
93924,Lwr xtr vasc stdy bilat 
93924,Lwr xtr
93924,xtr vasc
93924,vasc stdy
93924,stdy bilat
93924,Lwr bilat xtr stdy vasc
93925,Lower extremity study
93925,Lower extremity
93925,extremity study
93925,study extremity Lower
93926,Lower extremity study
93926,Lower extremity
93926,extremity study
93930,Upper extremity study
93930,Upper extremity
93930,extremity study
93930,study Upper extremity
93931,Upper extremity study
93931,Upper extremity
93931,extremity study
93931,study extremity Upper
93970,Extremity study
93970,study Extremity
93971,Extremity study
93975,Vascular study
93975,study Vascular
93976,Vascular study
93976,study Vascular
93978,Vascular study
93978,study Vascular
93979,Vascular study
93979,study Vascular
93980,Penile vascular study
93980,Penile vascular
93980,vascular study
93980,Penile study vascular
93981,Penile vascular study
93981,Penile vascular
93981,vascular study
93981,Penile study vascular
93990,Doppler flow testing
93990,Doppler flow
93990,flow testing
93990,testing flow Doppler
93998,Noninvas vasc dx study proc
93998,Noninvas vasc
93998,vasc dx
93998,dx study
93998,study proc
93998,vasc study dx proc Noninvas
97610,Low frequency non-thermal US
97610,Low frequency
97610,frequency non-thermal
97610,non-thermal US
97610,US Low frequency non-thermal
A4641,Radiopharm dx agent noc
A4641,Radiopharm dx
A4641,dx agent
A4641,agent noc
A4641,Radiopharm agent noc dx
A4642,In111 satumomab
A4642,satumomab In111
A9500,Tc99m sestamibi
A9500,sestamibi Tc99m
A9501,Technetium TC-99m teboroxime
A9501,Technetium TC-99m
A9501,TC-99m teboroxime
A9501,TC-99m Technetium teboroxime
A9502,Tc99m tetrofosmin
A9502,tetrofosmin Tc99m
A9503,Tc99m medronate
A9504,Tc99m apcitide
A9505,TL201 thallium
A9507,In111 capromab
A9508,"I131 iodobenguate, dx"
A9508,"I131 iodobenguate,"
A9508,"iodobenguate, dx"
A9508,"iodobenguate, I131 dx"
A9509,Iodine I-123 sod iodide mil
A9509,Iodine I-123
A9509,I-123 sod
A9509,sod iodide
A9509,iodide mil
A9509,iodide sod I-123 Iodine mil
A9510,Tc99m disofenin
A9512,Tc99m pertechnetate
A9515,Choline c-11
A9515,c-11 Choline
A9516,Iodine I-123 sod iodide mic
A9516,Iodine I-123
A9516,I-123 sod
A9516,sod iodide
A9516,iodide mic
A9516,sod mic iodide Iodine I-123
A9520,Tc99 Tilmanocept diag 0.5mci
A9520,Tc99 Tilmanocept
A9520,Tilmanocept diag
A9520,diag 0.5mci
A9520,Tilmanocept Tc99 0.5mci diag
A9521,Tc99m exametazime
A9524,"I131 serum albumin, dx"
A9524,I131 serum
A9524,"serum albumin,"
A9524,"albumin, dx"
A9524,"serum dx albumin, I131"
A9526,Nitrogen N-13 ammonia
A9526,Nitrogen N-13
A9526,N-13 ammonia
A9526,Nitrogen ammonia N-13
A9528,"Iodine I-131 iodide cap, dx"
A9528,Iodine I-131
A9528,I-131 iodide
A9528,"iodide cap,"
A9528,"cap, dx"
A9528,"I-131 cap, Iodine iodide dx"
A9529,"I131 iodide sol, dx "
A9529,I131 iodide
A9529,"iodide sol,"
A9529,"sol, dx"
A9529,"I131 sol, iodide dx"
A9531,I131 max 100uCi
A9531,I131 max
A9531,max 100uCi
A9532,"I125 serum albumin, dx"
A9532,I125 serum
A9532,"serum albumin,"
A9532,"albumin, dx"
A9532,"dx serum I125 albumin,"
A9536,TC99m depreotide
A9537,Tc99m mebrofenin
A9538,Tc99m pyrophosphate 
A9538,Tc99m pyrophosphate
A9538,Tc99m pyrophosphate
A9539    ,Tc99m pentetate
A9540,Tc99m MAA
A9541     ,Tc99m sulfur colloid
A9541     ,Tc99m sulfur
A9541     ,sulfur colloid
A9541     ,colloid Tc99m sulfur
A9542    ,"In111 ibritumomab, dx"
A9542    ,"In111 ibritumomab,"
A9542    ,"ibritumomab, dx"
A9542    ,"dx In111 ibritumomab,"
A9546    ,CO57/58
A9547   ,In111 oxyquinoline
A9547   ,oxyquinoline In111
A9548    ,In111 pentetate
A9548    ,pentetate In111
A9550   ,Tc99m gluceptate   
A9550   ,Tc99m gluceptate
A9550   ,gluceptate Tc99m
A9551,Tc99m succimer
A9552,F18 fdg
A9553,Cr51 chromate
A9554,"I125 iothalamate, dx"
A9554,"I125 iothalamate,"
A9554,"iothalamate, dx"
A9555,Rb82 rubidium
A9556,Ga67 gallium
A9557,Tc99m bicisate
A9558,Xe133 xenon 10mci
A9558,Xe133 xenon
A9558,xenon 10mci
A9558,xenon Xe133 10mci
A9559,Co57 cyano
A9559,cyano Co57
A9560,Tc99m labeled rbc
A9560,Tc99m labeled
A9560,labeled rbc
A9561,Tc99m oxidronate
A9561,oxidronate Tc99m
A9562,Tc99m mertiatide
A9566,Tc99m fanolesomab
A9566,fanolesomab Tc99m
A9567,Technetium TC-99m aerosol
A9567,Technetium TC-99m
A9567,TC-99m aerosol
A9567,TC-99m aerosol Technetium
A9568,Technetium tc99m arcitumomab
A9568,Technetium tc99m
A9568,tc99m arcitumomab
A9568,arcitumomab tc99m Technetium
A9569,Technetium TC-99m auto WBC
A9569,Technetium TC-99m
A9569,TC-99m auto
A9569,auto WBC
A9569,auto Technetium WBC TC-99m
A9570,Indium In-111 auto WBC
A9570,Indium In-111
A9570,In-111 auto
A9570,auto WBC
A9570,WBC Indium In-111 auto
A9571,Indium In-111 auto platelet
A9571,Indium In-111
A9571,In-111 auto
A9571,auto platelet
A9571,In-111 platelet Indium auto
A9572,Indium In-111 pentetreotide
A9572,Indium In-111
A9572,In-111 pentetreotide
A9572,pentetreotide In-111 Indium
A9576,Inj prohance multipack
A9576,Inj prohance
A9576,prohance multipack
A9576,multipack prohance Inj
A9577,Inj multihance
A9578,Inj multihance multipack
A9578,Inj multihance
A9578,multihance multipack
A9578,multihance multipack Inj
A9579,"Gad-base MR contrast NOS,1ml  "
A9579,Gad-base MR
A9579,MR contrast
A9579,"contrast NOS,1ml"
A9579,"NOS,1ml Gad-base MR contrast"
A9580,Sodium fluoride F-18
A9580,Sodium fluoride
A9580,fluoride F-18
A9580,F-18 Sodium fluoride
A9584,Iodine I-123 ioflupane
A9584,Iodine I-123
A9584,I-123 ioflupane
A9584,I-123 Iodine ioflupane
A9586,Florbetapir F18
A9587,Gallium Ga-68
A9588,Fluciclovine f-18
A9591,Fluoroestradiol f 18 
A9591,Fluoroestradiol f
A9591,f 18
A9591,18 f Fluoroestradiol
A9592,Copper cu 64 dotatate diag
A9592,Copper cu
A9592,cu 64
A9592,64 dotatate
A9592,dotatate diag
A9592,diag 64 cu dotatate Copper
A9593,Gallium ga-68 psma-11 ucsf
A9593,Gallium ga-68
A9593,ga-68 psma-11
A9593,psma-11 ucsf
A9593,psma-11 ucsf ga-68 Gallium
A9594,"Gallium ga-68 psma-11, ucla"
A9594,Gallium ga-68
A9594,"ga-68 psma-11,"
A9594,"psma-11, ucla"
A9594,"psma-11, Gallium ga-68 ucla"
A9595,"Piflu f-18, dia 1 millicurie"
A9595,"Piflu f-18,"
A9595,"f-18, dia"
A9595,dia 1
A9595,1 millicurie
A9595,"dia f-18, Piflu millicurie 1"
A9596,Gallium illuccix 1 millicure
A9596,Gallium illuccix
A9596,illuccix 1
A9596,1 millicure
A9596,Gallium 1 millicure illuccix
A9597,"Pet, dx, for tumor id, noc"
A9597,"Pet, dx,"
A9597,"dx, for"
A9597,for tumor
A9597,"tumor id,"
A9597,"id, noc"
A9597,"noc id, tumor dx, for Pet,"
A9598,"Pet dx for non-tumor id, noc"
A9598,Pet dx
A9598,dx for
A9598,for non-tumor
A9598,"non-tumor id,"
A9598,"id, noc"
A9598,"noc dx Pet for non-tumor id,"
A9601,Flortaucipir inj 1 millicuri
A9601,Flortaucipir inj
A9601,inj 1
A9601,1 millicuri
A9601,inj millicuri 1 Flortaucipir
A9602,Fluorodopa f-18 diag per mci
A9602,Fluorodopa f-18
A9602,f-18 diag
A9602,diag per
A9602,per mci
A9602,per diag mci Fluorodopa f-18
A9700,Echocardiography contrast
A9800,Gallium locametz 1 millicuri
A9800,Gallium locametz
A9800,locametz 1
A9800,1 millicuri
A9800,Gallium 1 locametz millicuri
C8937,Cad breast mri 
C8937,Cad breast
C8937,breast mri
C8937,Cad mri breast
C9067,Gallium ga-68 dotatoc
C9067,Gallium ga-68
C9067,ga-68 dotatoc
C9067,dotatoc ga-68 Gallium
C9734,"U/s trtmt, not leiomyomata"
C9734,"U/s trtmt,"
C9734,"trtmt, not"
C9734,not leiomyomata
C9734,"leiomyomata U/s trtmt, not"
C9762 ,Cardiac mri seg dys strain
C9762 ,Cardiac mri
C9762 ,mri seg
C9762 ,seg dys
C9762 ,dys strain
C9762 ,strain seg Cardiac mri dys
C9763,Cardiac mri seg dys stress
C9763,Cardiac mri
C9763,mri seg
C9763,seg dys
C9763,dys stress
C9763,dys seg mri Cardiac stress
G0130,Single energy x-ray study
G0130,Single energy
G0130,energy x-ray
G0130,x-ray study
G0130,Single x-ray study energy
G0279,"Tomosynthesis, mammo screen"
G0279,"Tomosynthesis, mammo"
G0279,mammo screen
G0279,"screen mammo Tomosynthesis,"
G0288,"Recon, cta for surg plan "
G0288,"Recon, cta"
G0288,cta for
G0288,for surg
G0288,surg plan
G0288,"cta plan Recon, surg for"
Q0092,Set up port xray equipment 
Q0092,Set up
Q0092,up port
Q0092,port xray
Q0092,xray equipment
Q0092,equipment up Set port xray
Q9950,Inj sulf hexa lipid microsph
Q9950,Inj sulf
Q9950,sulf hexa
Q9950,hexa lipid
Q9950,lipid microsph
Q9950,lipid microsph sulf Inj hexa
Q9951,"LOCM>=400 mg/ml iodine,1ml"
Q9951,LOCM>=400 mg/ml
Q9951,"mg/ml iodine,1ml"
Q9951,"mg/ml iodine,1ml LOCM>=400"
Q9953,"Inj Fe-based MR contrast,1ml"
Q9953,Inj Fe-based
Q9953,Fe-based MR
Q9953,"MR contrast,1ml"
Q9953,"Fe-based Inj MR contrast,1ml"
Q9954,"Oral MR contrast, 100ml"
Q9954,Oral MR
Q9954,"MR contrast,"
Q9954,"contrast, 100ml"
Q9954,"contrast, Oral MR 100ml"
Q9955,"Inj perflexane lip micros,ml"
Q9955,Inj perflexane
Q9955,perflexane lip
Q9955,"lip micros,ml"
Q9955,"micros,ml Inj perflexane lip"
Q9956,"Inj octafluoropropane mic,ml"
Q9956,Inj octafluoropropane
Q9956,"octafluoropropane mic,ml"
Q9956,"mic,ml Inj octafluoropropane"
Q9957,"Inj perflutren lip micros,ml"
Q9957,Inj perflutren
Q9957,perflutren lip
Q9957,"lip micros,ml"
Q9957,"perflutren micros,ml lip Inj"
Q9958,"HOCM <=149 mg/ml iodine, 1ml"
Q9958,HOCM <=149
Q9958,<=149 mg/ml
Q9958,"mg/ml iodine,"
Q9958,"iodine, 1ml"
Q9958,"mg/ml iodine, <=149 1ml HOCM"
Q9959,"HOCM 150-199mg/ml iodine,1ml"
Q9959,HOCM 150-199mg/ml
Q9959,"150-199mg/ml iodine,1ml"
Q9960,"HOCM 200-249mg/ml iodine,1ml"
Q9960,HOCM 200-249mg/ml
Q9960,"200-249mg/ml iodine,1ml"
Q9960,"200-249mg/ml HOCM iodine,1ml"
Q9961,"HOCM 250-299mg/ml iodine,1ml"
Q9961,HOCM 250-299mg/ml
Q9961,"250-299mg/ml iodine,1ml"
Q9962,"HOCM 300-349mg/ml iodine,1ml"
Q9962,HOCM 300-349mg/ml
Q9962,"300-349mg/ml iodine,1ml"
Q9962,"iodine,1ml HOCM 300-349mg/ml"
Q9963,"HOCM 350-399mg/ml iodine,1ml"
Q9963,HOCM 350-399mg/ml
Q9963,"350-399mg/ml iodine,1ml"
Q9963,"350-399mg/ml iodine,1ml HOCM"
Q9964,"HOCM>= 400mg/ml iodine, 1ml"
Q9964,HOCM>= 400mg/ml
Q9964,"400mg/ml iodine,"
Q9964,"iodine, 1ml"
Q9964,"HOCM>= 400mg/ml 1ml iodine,"
Q9965,"LOCM 100-199mg/ml iodine,1ml"
Q9965,LOCM 100-199mg/ml
Q9965,"100-199mg/ml iodine,1ml"
Q9965,"iodine,1ml 100-199mg/ml LOCM"
Q9966,"LOCM 200-299mg/ml iodine,1ml"
Q9966,LOCM 200-299mg/ml
Q9966,"200-299mg/ml iodine,1ml"
Q9966,"iodine,1ml 200-299mg/ml LOCM"
Q9967,"LOCM 300-399mg/ml iodine,1ml"
Q9967,LOCM 300-399mg/ml
Q9967,"300-399mg/ml iodine,1ml"
Q9967,"300-399mg/ml iodine,1ml LOCM"
Q9982,Flutemetamol f18 diagnostic
Q9982,Flutemetamol f18
Q9982,f18 diagnostic
Q9983 ,Florbetaben f18 diagnostic
Q9983 ,Florbetaben f18
Q9983 ,f18 diagnostic
R0070,Transport portable x-ray
R0070,Transport portable
R0070,portable x-ray
R0070,Transport x-ray portable
R0075,Transport port x-ray multipl
R0075,Transport port
R0075,port x-ray
R0075,x-ray multipl
R0075,Transport multipl port x-ray
0394T ,Hdr elctrnc skn surf brchytx
0394T ,Hdr elctrnc
0394T ,elctrnc skn
0394T ,skn surf
0394T ,surf brchytx
0394T ,brchytx elctrnc surf skn Hdr
0395T,Hdr elctr ntrst/ntrcv brchtx
0395T,Hdr elctr
0395T,elctr ntrst/ntrcv
0395T,ntrst/ntrcv brchtx
0395T,brchtx elctr ntrst/ntrcv Hdr
19296,Place po breast cath for rad
19296,Place po
19296,po breast
19296,breast cath
19296,cath for
19296,for rad
19296,for rad Place cath po breast
19297,Place breast cath for rad
19297,Place breast
19297,breast cath
19297,cath for
19297,for rad
19297,breast rad for Place cath
19298,Place breast rad tube/caths
19298,Place breast
19298,breast rad
19298,rad tube/caths
19298,Place rad tube/caths breast
20555,Place ndl musc/tis for rt
20555,Place ndl
20555,ndl musc/tis
20555,musc/tis for
20555,for rt
20555,musc/tis Place ndl rt for
31643,Diag bronchoscope/catheter
32553,Ins mark thor for rt perq
32553,Ins mark
32553,mark thor
32553,thor for
32553,for rt
32553,rt perq
32553,for thor perq mark rt Ins
32701,Thorax stereo rad targetw/tx
32701,Thorax stereo
32701,stereo rad
32701,rad targetw/tx
32701,Thorax rad targetw/tx stereo
41019,Place needles hn for rt
41019,Place needles
41019,needles hn
41019,hn for
41019,for rt
41019,rt hn Place for needles
49327,Lap ins device for rt
49327,Lap ins
49327,ins device
49327,device for
49327,for rt
49327,device for ins rt Lap
49411,Ins mark abd/pel for rt perq
49411,Ins mark
49411,mark abd/pel
49411,abd/pel for
49411,for rt
49411,rt perq
49411,abd/pel perq mark for rt Ins
49412,Ins device for rt guide open
49412,Ins device
49412,device for
49412,for rt
49412,rt guide
49412,guide open
49412,rt guide open device Ins for
55875,Transperi needle place pros
55875,Transperi needle
55875,needle place
55875,place pros
55875,Transperi place pros needle
55876,Place rt device/marker pros
55876,Place rt
55876,rt device/marker
55876,device/marker pros
55876,pros device/marker Place rt
55920,Place needles pelvic for rt
55920,Place needles
55920,needles pelvic
55920,pelvic for
55920,for rt
55920,needles for Place pelvic rt
57155,Insert uteri tandems/ovoids
57155,Insert uteri
57155,uteri tandems/ovoids
57155,uteri Insert tandems/ovoids
57156,Ins vag brachytx device
57156,Ins vag
57156,vag brachytx
57156,brachytx device
57156,brachytx vag device Ins
58346,Insert heyman uteri capsule
58346,Insert heyman
58346,heyman uteri
58346,uteri capsule
58346,capsule Insert uteri heyman
61770,Incise skull for treatment
61770,Incise skull
61770,skull for
61770,for treatment
61770,treatment for skull Incise
61796,SRS cranial lesion simple
61796,SRS cranial
61796,cranial lesion
61796,lesion simple
61796,cranial lesion SRS simple
61797,SRS cran les simple addl
61797,SRS cran
61797,cran les
61797,les simple
61797,simple addl
61797,les SRS simple cran addl
61798,SRS cranial lesion complex
61798,SRS cranial
61798,cranial lesion
61798,lesion complex
61798,SRS lesion cranial complex
61799,SRS cran les complex addl
61799,SRS cran
61799,cran les
61799,les complex
61799,complex addl
61799,cran SRS les addl complex
61800,Apply SRS headframe add-on
61800,Apply SRS
61800,SRS headframe
61800,headframe add-on
61800,SRS Apply add-on headframe
63620,SRS spinal lesion
63620,SRS spinal
63620,spinal lesion
63620,spinal lesion SRS
63621,SRS spinal lesion addl
63621,SRS spinal
63621,spinal lesion
63621,lesion addl
63621,spinal lesion SRS addl
64625,Rf abltj nrv nrvtg si jt
64625,Rf abltj
64625,abltj nrv
64625,nrv nrvtg
64625,nrvtg si
64625,si jt
64625,nrvtg jt abltj si Rf nrv
77261,Radiation therapy planning
77261,Radiation therapy
77261,therapy planning
77261,planning therapy Radiation
77262,Radiation therapy planning
77262,Radiation therapy
77262,therapy planning
77262,therapy Radiation planning
77263,Radiation therapy planning
77263,Radiation therapy
77263,therapy planning
77263,therapy Radiation planning
77280,Set radiation therapy field
77280,Set radiation
77280,radiation therapy
77280,therapy field
77280,field radiation therapy Set
77285,Set radiation therapy field
77285,Set radiation
77285,radiation therapy
77285,therapy field
77285,radiation Set field therapy
77290,Set radiation therapy field
